ID_bien;Surface Carrez du 1er lot;Code type local;Type local;Nombre pieces principales;ID_commune
25733;90.24;1;Maison;4;25733
25734;71.43;2;Appartement;3;25734
25735;73.6;2;Appartement;4;25735
25736;47.11;2;Appartement;3;25736
25737;33.85;2;Appartement;2;25737
25738;44.68;2;Appartement;2;25738
25739;55.85;2;Appartement;3;25739
25740;62.39;2;Appartement;4;25740
25741;30.83;2;Appartement;1;25741
25742;63.58;2;Appartement;3;25742
25743;21.5;2;Appartement;1;25743
25744;63.43;2;Appartement;4;25744
25745;68.17;2;Appartement;4;25745
25746;56.46;1;Maison;4;25746
25747;16.63;2;Appartement;1;25747
25748;60.88;2;Appartement;3;25748
25749;24.55;2;Appartement;1;25749
25750;58.65;2;Appartement;3;25750
25751;13.6;2;Appartement;1;25751
25752;82.56;2;Appartement;4;25752
25753;58.64;2;Appartement;3;25753
25754;192.06;2;Appartement;5;25754
25755;64.77;2;Appartement;3;25755
25756;102.46;2;Appartement;6;25756
25757;37.97;2;Appartement;1;25757
25758;41.02;2;Appartement;2;25758
25759;64.41;2;Appartement;3;25759
25760;80.09;2;Appartement;4;25760
25761;46.36;2;Appartement;2;25761
25762;15.95;2;Appartement;1;25762
25763;14.75;2;Appartement;1;25763
25764;105;1;Maison;5;25764
25765;66.05;2;Appartement;3;25765
25766;61.2;2;Appartement;4;25766
25767;83.49;2;Appartement;4;25767
25768;79.65;2;Appartement;4;25768
25769;41.06;2;Appartement;2;25769
25770;42.33;2;Appartement;2;25770
25771;40.85;2;Appartement;2;25771
25772;61.38;2;Appartement;3;25772
25773;43.12;2;Appartement;3;25773
25774;68.11;2;Appartement;3;25774
25775;29.25;2;Appartement;1;25775
25776;15.83;2;Appartement;1;25776
25777;48.34;2;Appartement;3;25777
25778;16.72;2;Appartement;1;25778
25779;41.63;2;Appartement;2;25779
25780;25.58;2;Appartement;1;25780
25781;34.43;2;Appartement;2;25781
25782;59.55;2;Appartement;4;25782
25783;112.62;2;Appartement;1;25783
25784;33.25;2;Appartement;1;25784
25785;39.13;2;Appartement;2;25785
25786;71.08;1;Maison;2;25786
25787;47.93;2;Appartement;2;25787
25788;44.51;2;Appartement;3;25788
25789;21.63;2;Appartement;1;25789
25790;41.7;2;Appartement;2;25790
25791;100.5;2;Appartement;3;25791
25792;68.14;1;Maison;3;25792
25793;29.82;2;Appartement;2;25793
25794;40.19;2;Appartement;1;25794
25795;14.77;2;Appartement;1;25795
25796;46.76;2;Appartement;2;25796
25797;68.51;2;Appartement;3;25797
25798;53.44;2;Appartement;2;25798
25799;26.42;2;Appartement;2;25799
25800;36.03;2;Appartement;1;25800
25801;19.82;2;Appartement;1;25801
25802;59.7;2;Appartement;3;25802
25803;48.93;2;Appartement;2;25803
25804;30.07;2;Appartement;2;25804
25805;64.32;2;Appartement;3;25805
25806;76.54;2;Appartement;4;25806
25807;109.86;2;Appartement;5;25807
25808;51.35;2;Appartement;3;25808
25809;64.89;2;Appartement;3;25809
25810;34.9;2;Appartement;2;25810
25811;30.07;2;Appartement;2;25811
25812;54.66;2;Appartement;2;25812
25813;12.6;2;Appartement;1;25813
25814;65.7;2;Appartement;3;25814
25815;115.42;1;Maison;4;25815
25816;96.01;1;Maison;4;25816
25817;23.8;2;Appartement;1;25817
25818;81.77;2;Appartement;4;25818
25819;17.44;2;Appartement;2;25819
25820;61.35;2;Appartement;3;25820
25821;61.57;2;Appartement;2;25821
25822;98.11;2;Appartement;3;25822
25823;70.22;2;Appartement;3;25823
25824;67.1;2;Appartement;3;25824
25825;39.65;2;Appartement;2;25825
25826;54;2;Appartement;2;25826
25827;62.56;1;Maison;2;25827
25828;88.7;2;Appartement;4;25828
25829;88.75;2;Appartement;4;25829
25830;73.57;2;Appartement;3;25830
25831;103.15;2;Appartement;5;25831
25832;64.85;2;Appartement;3;25832
25833;26.5;2;Appartement;1;25833
25834;23.06;2;Appartement;1;25834
25835;71;2;Appartement;3;25835
25836;57.25;2;Appartement;3;25836
25837;63.57;1;Maison;5;25837
25838;93.27;2;Appartement;5;25838
25839;17;2;Appartement;1;25839
25840;73.46;2;Appartement;3;25840
25841;45.4;2;Appartement;2;25841
25842;24.18;2;Appartement;2;25842
25843;99.6;2;Appartement;2;25843
25844;63;2;Appartement;3;25844
25845;77.35;2;Appartement;3;25845
25846;26.3;2;Appartement;1;25846
25847;56.57;2;Appartement;3;25847
25848;17.2;2;Appartement;1;25848
25849;90.01;2;Appartement;4;25849
25850;77.28;2;Appartement;4;25850
25851;52.12;2;Appartement;2;25851
25852;64.11;2;Appartement;3;25852
25853;22.15;2;Appartement;2;25853
25854;83.41;2;Appartement;4;25854
25855;30.47;2;Appartement;2;25855
25856;19.71;2;Appartement;1;25856
25857;49.58;2;Appartement;2;25857
25858;60.41;2;Appartement;3;25858
25859;28.8;2;Appartement;2;25859
25860;25.68;2;Appartement;1;25860
25861;54.61;2;Appartement;3;25861
25862;48.97;2;Appartement;2;25862
25863;42.49;2;Appartement;2;25863
25864;88.25;2;Appartement;4;25864
25865;32.18;2;Appartement;1;25865
25866;34.6;2;Appartement;2;25866
25867;52.75;2;Appartement;3;25867
25868;28.45;2;Appartement;1;25868
25869;54.26;2;Appartement;2;25869
25870;85.05;2;Appartement;4;25870
25871;103.59;2;Appartement;4;25871
25872;63.59;2;Appartement;3;25872
25873;47.56;2;Appartement;2;25873
25874;15.7;2;Appartement;1;25874
25875;49.1;2;Appartement;3;25875
25876;168.6;2;Appartement;4;25876
25877;53.41;2;Appartement;2;25877
25878;59.8;2;Appartement;2;25878
25879;66.9;2;Appartement;3;25879
25880;52.82;2;Appartement;2;25880
25881;32.8;2;Appartement;1;25881
25882;81.51;2;Appartement;4;25882
25883;61.7;2;Appartement;3;25883
25884;27.13;2;Appartement;1;25884
25885;50.67;2;Appartement;3;25885
25886;76.32;2;Appartement;4;25886
25887;55.35;2;Appartement;3;25887
25888;74.13;2;Appartement;3;25888
25889;72.8;2;Appartement;4;25889
25890;43.6;2;Appartement;2;25890
25891;40.04;2;Appartement;2;25891
25892;19.37;2;Appartement;1;25892
25893;77.95;2;Appartement;3;25893
25894;80.35;2;Appartement;4;25894
25895;61.57;2;Appartement;3;25895
25896;50.21;2;Appartement;2;25896
25897;33.72;2;Appartement;2;25897
25898;61.69;2;Appartement;4;25898
25899;46.76;2;Appartement;2;25899
25900;73.77;2;Appartement;3;25900
25901;30.27;2;Appartement;2;25901
25902;66.04;2;Appartement;3;25902
25903;30.69;2;Appartement;2;25903
25904;85.2;2;Appartement;3;25904
25905;98.72;2;Appartement;5;25905
25906;19.4;2;Appartement;1;25906
25907;26.2;2;Appartement;1;25907
25908;40.14;2;Appartement;2;25908
25909;23.69;2;Appartement;1;25909
25910;71.35;1;Maison;3;25910
25911;102.72;2;Appartement;3;25911
25912;78.62;2;Appartement;3;25912
25913;77.2;1;Maison;3;25913
25914;63.3;2;Appartement;3;25914
25915;38.83;2;Appartement;3;25915
25916;85.4;2;Appartement;4;25916
25917;30.2;2;Appartement;1;25917
25918;18.96;2;Appartement;1;25918
25919;22.17;2;Appartement;1;25919
25920;35.89;2;Appartement;1;25920
25921;61.11;2;Appartement;3;25921
25922;37.29;2;Appartement;2;25922
25923;25.65;2;Appartement;1;25923
25924;29.02;2;Appartement;2;25924
25925;88.4;2;Appartement;4;25925
25926;14.01;2;Appartement;1;25926
25927;28.8;2;Appartement;2;25927
25928;22.58;2;Appartement;1;25928
25929;76.03;2;Appartement;4;25929
25930;32.72;2;Appartement;2;25930
25931;54.3;2;Appartement;2;25931
25932;23.01;2;Appartement;1;25932
25933;30.37;2;Appartement;2;25933
25934;19.5;2;Appartement;1;25934
25935;32.11;2;Appartement;1;25935
25936;60.97;2;Appartement;3;25936
25937;46.46;2;Appartement;2;25937
25938;60.17;2;Appartement;3;25938
25939;55.08;2;Appartement;3;25939
25940;66.94;2;Appartement;4;25940
25941;29.62;2;Appartement;2;25941
25942;17.07;2;Appartement;1;25942
25943;21.05;2;Appartement;1;25943
25944;86.72;2;Appartement;4;25944
25945;51.04;2;Appartement;2;25945
25946;53.53;2;Appartement;3;25946
25947;59.66;2;Appartement;3;25947
25948;48.42;2;Appartement;2;25948
25949;96.17;2;Appartement;5;25949
25950;51.49;2;Appartement;3;25950
25951;67.06;2;Appartement;3;25951
25952;106.25;1;Maison;5;25952
25953;25.73;2;Appartement;1;25953
25954;34.04;2;Appartement;2;25954
25955;19.71;2;Appartement;2;25955
25956;75.69;2;Appartement;4;25956
25957;97;2;Appartement;4;25957
25958;23.75;2;Appartement;1;25958
25959;30.06;2;Appartement;2;25959
25960;20;2;Appartement;1;25960
25961;13.39;2;Appartement;1;25961
25962;18.02;2;Appartement;1;25962
25963;46.6;2;Appartement;3;25963
25964;55.29;2;Appartement;3;25964
25965;43.11;2;Appartement;2;25965
25966;41.16;2;Appartement;2;25966
25967;41.09;2;Appartement;2;25967
25968;23.4;2;Appartement;1;25968
25969;85.36;2;Appartement;4;25969
25970;21.27;2;Appartement;1;25970
25971;76.05;2;Appartement;4;25971
25972;55.66;2;Appartement;3;25972
25973;63.5;2;Appartement;4;25973
25974;21.55;2;Appartement;1;25974
25975;106.97;2;Appartement;4;25975
25976;55.52;2;Appartement;3;25976
25977;21.8;2;Appartement;1;25977
25978;41.64;2;Appartement;3;25978
25979;304.8;1;Maison;9;25979
25980;59.44;2;Appartement;3;25980
25981;73.81;2;Appartement;3;25981
25982;17.54;2;Appartement;1;25982
25983;49.72;2;Appartement;3;25983
25984;63.67;2;Appartement;5;25984
25985;59.69;2;Appartement;3;25985
25986;61.93;2;Appartement;3;25986
25987;77.14;1;Maison;3;25987
25988;19.97;2;Appartement;1;25988
25989;57.36;2;Appartement;2;25989
25990;34.92;2;Appartement;2;25990
25991;60.83;2;Appartement;3;25991
25992;55.4;2;Appartement;3;25992
25993;53.73;2;Appartement;3;25993
25994;34.54;2;Appartement;2;25994
25995;50.01;2;Appartement;3;25995
25996;57.41;2;Appartement;3;25996
25997;105.1;2;Appartement;4;25997
25998;63.03;2;Appartement;3;25998
25999;18.61;2;Appartement;2;25999
26000;43.92;2;Appartement;2;26000
26001;88.53;2;Appartement;5;26001
26002;65.39;2;Appartement;3;26002
26003;32.06;2;Appartement;2;26003
26004;35.76;2;Appartement;2;26004
26005;72.52;1;Maison;4;26005
26006;46.6;2;Appartement;2;26006
26007;37.21;2;Appartement;3;26007
26008;59.34;2;Appartement;3;26008
26009;40.35;2;Appartement;2;26009
26010;28.06;2;Appartement;1;26010
26011;26.25;2;Appartement;2;26011
26012;24.72;2;Appartement;2;26012
26013;41.7;2;Appartement;2;26013
26014;58.03;2;Appartement;3;26014
26015;52.59;2;Appartement;2;26015
26016;62.06;2;Appartement;4;26016
26017;81.95;2;Appartement;4;26017
26018;36.29;2;Appartement;3;26018
26019;36.88;2;Appartement;2;26019
26020;19.6;2;Appartement;1;26020
26021;48.57;2;Appartement;2;26021
26022;70.64;2;Appartement;4;26022
26023;83.44;2;Appartement;4;26023
26024;72.1;2;Appartement;3;26024
26025;40.48;2;Appartement;2;26025
26026;81.25;2;Appartement;4;26026
26027;20.45;2;Appartement;1;26027
26028;31.39;2;Appartement;1;26028
26029;96.48;2;Appartement;4;26029
26030;9.71;2;Appartement;1;26030
26031;68.11;2;Appartement;3;26031
26032;40.76;2;Appartement;2;26032
26033;59.6;2;Appartement;3;26033
26034;49.7;2;Appartement;2;26034
26035;44.53;2;Appartement;2;26035
26036;63.4;2;Appartement;3;26036
26037;100.3;1;Maison;4;26037
26038;50;2;Appartement;2;26038
26039;71.02;2;Appartement;3;26039
26040;69.64;2;Appartement;4;26040
26041;33;2;Appartement;1;26041
26042;16.52;2;Appartement;1;26042
26043;33.18;2;Appartement;2;26043
26044;56.92;2;Appartement;4;26044
26045;14.51;2;Appartement;1;26045
26046;56;2;Appartement;3;26046
26047;36.77;2;Appartement;1;26047
26048;40.45;2;Appartement;2;26048
26049;44.73;2;Appartement;3;26049
26050;35.01;2;Appartement;1;26050
26051;18.54;2;Appartement;1;26051
26052;53.6;2;Appartement;2;26052
26053;68.86;2;Appartement;3;26053
26054;46.09;2;Appartement;2;26054
26055;60.14;2;Appartement;3;26055
26056;88.11;2;Appartement;4;26056
26057;58.07;2;Appartement;3;26057
26058;45.57;2;Appartement;2;26058
26059;75.5;2;Appartement;4;26059
26060;115;1;Maison;5;26060
26061;34.26;2;Appartement;2;26061
26062;77.2;2;Appartement;4;26062
26063;47.92;2;Appartement;3;26063
26064;47.68;2;Appartement;3;26064
26065;83.15;2;Appartement;3;26065
26066;50.43;2;Appartement;3;26066
26067;29.57;2;Appartement;1;26067
26068;23.84;2;Appartement;1;26068
26069;77.65;2;Appartement;4;26069
26070;28.8;2;Appartement;1;26070
26071;60.81;2;Appartement;3;26071
26072;38.4;2;Appartement;2;26072
26073;86.42;2;Appartement;4;26073
26074;38.39;2;Appartement;2;26074
26075;24.42;2;Appartement;2;26075
26076;23.25;2;Appartement;1;26076
26077;71.27;2;Appartement;3;26077
26078;28.2;2;Appartement;1;26078
26079;45.07;2;Appartement;3;26079
26080;45.9;2;Appartement;2;26080
26081;32.52;2;Appartement;2;26081
26082;19.64;2;Appartement;1;26082
26083;77.56;2;Appartement;3;26083
26084;49.26;2;Appartement;2;26084
26085;62.15;2;Appartement;3;26085
26086;118.02;2;Appartement;3;26086
26087;76.81;2;Appartement;3;26087
26088;17.08;2;Appartement;2;26088
26089;67.09;2;Appartement;3;26089
26090;43.31;2;Appartement;2;26090
26091;73.01;2;Appartement;3;26091
26092;53.93;2;Appartement;2;26092
26093;46.96;2;Appartement;3;26093
26094;23.57;2;Appartement;1;26094
26095;29;2;Appartement;1;26095
26096;55.01;2;Appartement;3;26096
26097;65.18;2;Appartement;3;26097
26098;46.48;2;Appartement;3;26098
26099;71.78;2;Appartement;3;26099
26100;49.27;2;Appartement;2;26100
26101;67.36;2;Appartement;3;26101
26102;70.2;2;Appartement;3;26102
26103;57.21;2;Appartement;3;26103
26104;28.45;2;Appartement;1;26104
26105;56.02;2;Appartement;3;26105
26106;60.25;2;Appartement;3;26106
26107;36.4;2;Appartement;3;26107
26108;38.73;2;Appartement;2;26108
26109;63.02;2;Appartement;4;26109
26110;63.02;2;Appartement;3;26110
26111;50.3;2;Appartement;2;26111
26112;76.1;2;Appartement;4;26112
26113;21.02;2;Appartement;1;26113
26114;20.08;2;Appartement;1;26114
26115;34.21;2;Appartement;1;26115
26116;58.8;2;Appartement;3;26116
26117;40.77;2;Appartement;3;26117
26118;77.89;2;Appartement;4;26118
26119;70.04;2;Appartement;4;26119
26120;55.41;2;Appartement;4;26120
26121;64.54;2;Appartement;3;26121
26122;45.25;2;Appartement;2;26122
26123;45.68;2;Appartement;2;26123
26124;31.04;2;Appartement;1;26124
26125;74.34;2;Appartement;4;26125
26126;49.68;2;Appartement;3;26126
26127;68.79;2;Appartement;3;26127
26128;52.09;2;Appartement;2;26128
26129;35.99;2;Appartement;2;26129
26130;60.9;2;Appartement;3;26130
26131;53.11;2;Appartement;2;26131
26132;66.47;2;Appartement;4;26132
26133;69.05;2;Appartement;3;26133
26134;16.75;2;Appartement;1;26134
26135;88.93;2;Appartement;4;26135
26136;71.47;2;Appartement;3;26136
26137;60;2;Appartement;3;26137
26138;52.2;2;Appartement;2;26138
26139;53.4;2;Appartement;3;26139
26140;57.6;2;Appartement;2;26140
26141;18.06;2;Appartement;1;26141
26142;90.67;1;Maison;5;26142
26143;79.36;2;Appartement;5;26143
26144;54.86;2;Appartement;3;26144
26145;66.75;2;Appartement;3;26145
26146;17.81;2;Appartement;1;26146
26147;64.39;2;Appartement;3;26147
26148;44.43;2;Appartement;2;26148
26149;60.6;2;Appartement;3;26149
26150;31.28;2;Appartement;2;26150
26151;52.23;2;Appartement;2;26151
26152;75.25;2;Appartement;4;26152
26153;67.26;2;Appartement;3;26153
26154;44.28;2;Appartement;2;26154
26155;84.6;2;Appartement;4;26155
26156;26.8;2;Appartement;1;26156
26157;39.4;2;Appartement;3;26157
26158;81.12;2;Appartement;4;26158
26159;56.8;2;Appartement;2;26159
26160;38.94;2;Appartement;2;26160
26161;24.97;2;Appartement;1;26161
26162;26.04;2;Appartement;2;26162
26163;43.93;2;Appartement;7;26163
26164;57.8;2;Appartement;3;26164
26165;60.02;2;Appartement;3;26165
26166;18.09;2;Appartement;1;26166
26167;33.63;2;Appartement;1;26167
26168;73.25;2;Appartement;4;26168
26169;44.26;2;Appartement;3;26169
26170;19.05;2;Appartement;1;26170
26171;26.88;2;Appartement;2;26171
26172;80.71;2;Appartement;2;26172
26173;35.72;2;Appartement;1;26173
26174;37.7;2;Appartement;2;26174
26175;24.02;2;Appartement;1;26175
26176;66.4;2;Appartement;3;26176
26177;24;2;Appartement;2;26177
26178;60.9;2;Appartement;4;26178
26179;67.51;2;Appartement;4;26179
26180;55.68;2;Appartement;3;26180
26181;47.16;2;Appartement;3;26181
26182;37.27;2;Appartement;2;26182
26183;82.51;2;Appartement;4;26183
26184;13.08;2;Appartement;1;26184
26185;17.33;2;Appartement;1;26185
26186;21.22;2;Appartement;1;26186
26187;63.51;2;Appartement;3;26187
26188;65.11;2;Appartement;3;26188
26189;88.55;2;Appartement;4;26189
26190;81.55;2;Appartement;5;26190
26191;31.08;2;Appartement;2;26191
26192;61.8;2;Appartement;3;26192
26193;49.01;2;Appartement;2;26193
26194;105.77;2;Appartement;4;26194
26195;37.75;2;Appartement;2;26195
26196;74.02;2;Appartement;4;26196
26197;56.52;2;Appartement;3;26197
26198;40.81;2;Appartement;2;26198
26199;37.8;2;Appartement;2;26199
26200;42.81;2;Appartement;2;26200
26201;66.05;2;Appartement;1;26201
26202;42.01;2;Appartement;2;26202
26203;64.48;2;Appartement;4;26203
26204;39.02;2;Appartement;2;26204
26205;20.69;2;Appartement;1;26205
26206;59.81;2;Appartement;3;26206
26207;35.16;2;Appartement;2;26207
26208;79.85;2;Appartement;4;26208
26209;18.62;2;Appartement;2;26209
26210;38.15;2;Appartement;2;26210
26211;85.05;2;Appartement;5;26211
26212;94.15;2;Appartement;4;26212
26213;39.04;1;Maison;3;26213
26214;56.93;2;Appartement;3;26214
26215;40.39;2;Appartement;2;26215
26216;56.14;2;Appartement;3;26216
26217;29.04;2;Appartement;1;26217
26218;86.45;2;Appartement;4;26218
26219;74.87;2;Appartement;3;26219
26220;85.41;2;Appartement;4;26220
26221;25.36;2;Appartement;2;26221
26222;28.8;2;Appartement;1;26222
26223;52.21;2;Appartement;3;26223
26224;16.5;2;Appartement;1;26224
26225;47.24;2;Appartement;2;26225
26226;50.49;2;Appartement;3;26226
26227;133.03;1;Maison;6;26227
26228;31.81;2;Appartement;1;26228
26229;45.04;2;Appartement;2;26229
26230;78.6;2;Appartement;4;26230
26231;77.56;2;Appartement;3;26231
26232;70.24;2;Appartement;3;26232
26233;57.55;2;Appartement;3;26233
26234;35.54;2;Appartement;2;26234
26235;47.14;2;Appartement;2;26235
26236;19.57;2;Appartement;1;26236
26237;50.03;2;Appartement;3;26237
26238;55.58;2;Appartement;3;26238
26239;58.8;2;Appartement;3;26239
26240;50.94;2;Appartement;3;26240
26241;36.21;2;Appartement;2;26241
26242;37.08;2;Appartement;1;26242
26243;53.89;2;Appartement;3;26243
26244;69;2;Appartement;4;26244
26245;57.15;2;Appartement;3;26245
26246;60.31;2;Appartement;3;26246
26247;21.57;2;Appartement;1;26247
26248;45.08;2;Appartement;2;26248
26249;38.94;2;Appartement;2;26249
26250;14.04;2;Appartement;1;26250
26251;49.47;2;Appartement;3;26251
26252;87.29;2;Appartement;3;26252
26253;55.02;2;Appartement;3;26253
26254;72.09;2;Appartement;3;26254
26255;67.65;2;Appartement;4;26255
26256;40.07;2;Appartement;2;26256
26257;28.45;2;Appartement;2;26257
26258;64.56;2;Appartement;3;26258
26259;63.75;2;Appartement;3;26259
26260;45.2;2;Appartement;2;26260
26261;65.07;2;Appartement;3;26261
26262;58.66;2;Appartement;3;26262
26263;54.53;2;Appartement;2;26263
26264;27.4;2;Appartement;1;26264
26265;118.15;2;Appartement;5;26265
26266;27.83;2;Appartement;2;26266
26267;48.17;2;Appartement;3;26267
26268;88.49;2;Appartement;3;26268
26269;65.05;2;Appartement;4;26269
26270;33.86;2;Appartement;2;26270
26271;46.78;2;Appartement;3;26271
26272;35.02;2;Appartement;2;26272
26273;66.22;2;Appartement;4;26273
26274;42.45;2;Appartement;3;26274
26275;70.05;2;Appartement;3;26275
26276;52.19;2;Appartement;3;26276
26277;55.91;2;Appartement;3;26277
26278;84.52;2;Appartement;4;26278
26279;99.9;2;Appartement;5;26279
26280;43.9;2;Appartement;2;26280
26281;60.36;2;Appartement;3;26281
26282;37.49;2;Appartement;3;26282
26283;34.1;2;Appartement;2;26283
26284;75.36;2;Appartement;4;26284
26285;90.72;2;Appartement;4;26285
26286;57.45;2;Appartement;3;26286
26287;66.59;2;Appartement;2;26287
26288;47.29;2;Appartement;2;26288
26289;54.14;1;Maison;3;26289
26290;66.45;2;Appartement;3;26290
26291;29.87;2;Appartement;2;26291
26292;44.52;2;Appartement;2;26292
26293;43.91;2;Appartement;2;26293
26294;63.2;2;Appartement;3;26294
26295;74.35;2;Appartement;3;26295
26296;25.5;2;Appartement;1;26296
26297;84.01;2;Appartement;4;26297
26298;47.46;2;Appartement;2;26298
26299;50.13;2;Appartement;2;26299
26300;91.5;2;Appartement;4;26300
26301;42.61;2;Appartement;3;26301
26302;83.8;2;Appartement;4;26302
26303;27.24;2;Appartement;1;26303
26304;140.89;2;Appartement;7;26304
26305;18.17;2;Appartement;1;26305
26306;47.73;2;Appartement;2;26306
26307;68.04;2;Appartement;3;26307
26308;65.8;2;Appartement;3;26308
26309;80.97;2;Appartement;4;26309
26310;61.55;2;Appartement;4;26310
26311;53.18;2;Appartement;2;26311
26312;96.44;2;Appartement;5;26312
26313;36.74;2;Appartement;2;26313
26314;68.94;2;Appartement;3;26314
26315;36.11;2;Appartement;2;26315
26316;59.46;2;Appartement;3;26316
26317;27.49;2;Appartement;1;26317
26318;31.2;2;Appartement;2;26318
26319;33.86;2;Appartement;1;26319
26320;92.2;2;Appartement;4;26320
26321;88.02;2;Appartement;3;26321
26322;45.43;2;Appartement;2;26322
26323;79.74;2;Appartement;4;26323
26324;68.45;2;Appartement;3;26324
26325;28.14;2;Appartement;1;26325
26326;57.98;2;Appartement;3;26326
26327;29.68;2;Appartement;2;26327
26328;86.34;2;Appartement;4;26328
26329;25.02;2;Appartement;2;26329
26330;18.83;2;Appartement;1;26330
26331;13.53;2;Appartement;1;26331
26332;20.32;2;Appartement;1;26332
26333;57.61;2;Appartement;3;26333
26334;59.19;1;Maison;3;26334
26335;32.67;2;Appartement;2;26335
26336;30.65;2;Appartement;2;26336
26337;50.2;2;Appartement;2;26337
26338;38.36;2;Appartement;3;26338
26339;82.02;2;Appartement;4;26339
26340;32.02;2;Appartement;1;26340
26341;50.03;2;Appartement;3;26341
26342;74.97;2;Appartement;3;26342
26343;54.19;2;Appartement;2;26343
26344;52.71;2;Appartement;5;26344
26345;34.6;2;Appartement;2;26345
26346;68.76;2;Appartement;3;26346
26347;47.68;2;Appartement;2;26347
26348;55.04;2;Appartement;3;26348
26349;34.45;2;Appartement;2;26349
26350;50.44;2;Appartement;3;26350
26351;29.94;2;Appartement;1;26351
26352;67.96;2;Appartement;3;26352
26353;52.79;2;Appartement;2;26353
26354;54.29;2;Appartement;2;26354
26355;35.9;2;Appartement;2;26355
26356;80.06;2;Appartement;3;26356
26357;33.42;2;Appartement;2;26357
26358;15.68;2;Appartement;1;26358
26359;28.63;2;Appartement;1;26359
26360;18.47;2;Appartement;1;26360
26361;56.27;2;Appartement;2;26361
26362;59.72;2;Appartement;3;26362
26363;72.34;2;Appartement;3;26363
26364;58.72;2;Appartement;4;26364
26365;9.62;2;Appartement;1;26365
26366;17.83;2;Appartement;1;26366
26367;87.11;2;Appartement;3;26367
26368;64.97;2;Appartement;2;26368
26369;67.83;2;Appartement;3;26369
26370;113.67;2;Appartement;5;26370
26371;61.72;2;Appartement;3;26371
26372;52.54;2;Appartement;3;26372
26373;31.79;2;Appartement;2;26373
26374;82.46;2;Appartement;4;26374
26375;56.91;2;Appartement;3;26375
26376;54.3;2;Appartement;2;26376
26377;50.41;2;Appartement;2;26377
26378;17.86;2;Appartement;1;26378
26379;20.16;2;Appartement;1;26379
26380;86.77;2;Appartement;4;26380
26381;61.25;2;Appartement;3;26381
26382;25.74;2;Appartement;1;26382
26383;67.91;1;Maison;4;26383
26384;65.93;2;Appartement;3;26384
26385;84.77;2;Appartement;4;26385
26386;48.71;2;Appartement;2;26386
26387;52.11;2;Appartement;3;26387
26388;29.9;2;Appartement;1;26388
26389;96.2;2;Appartement;4;26389
26390;89.02;2;Appartement;4;26390
26391;29.13;2;Appartement;1;26391
26392;34.37;2;Appartement;2;26392
26393;97.23;2;Appartement;4;26393
26394;65.62;2;Appartement;4;26394
26395;64.01;2;Appartement;3;26395
26396;50.93;2;Appartement;3;26396
26397;89.06;2;Appartement;5;26397
26398;30.93;2;Appartement;2;26398
26399;31.28;2;Appartement;2;26399
26400;72.02;2;Appartement;3;26400
26401;47.74;2;Appartement;2;26401
26402;68.99;2;Appartement;3;26402
26403;55.01;2;Appartement;3;26403
26404;55.61;2;Appartement;3;26404
26405;32.71;2;Appartement;1;26405
26406;67.45;2;Appartement;3;26406
26407;45.07;2;Appartement;2;26407
26408;51.94;2;Appartement;2;26408
26409;52.61;2;Appartement;2;26409
26410;53.6;2;Appartement;3;26410
26411;69.46;2;Appartement;3;26411
26412;47.37;2;Appartement;3;26412
26413;31.54;2;Appartement;2;26413
26414;78.98;2;Appartement;4;26414
26415;79.4;2;Appartement;4;26415
26416;19.7;2;Appartement;1;26416
26417;44.18;2;Appartement;3;26417
26418;100.78;2;Appartement;5;26418
26419;102.7;2;Appartement;4;26419
26420;107.18;1;Maison;5;26420
26421;52.73;2;Appartement;2;26421
26422;49.2;2;Appartement;3;26422
26423;48.42;2;Appartement;2;26423
26424;72.83;2;Appartement;4;26424
26425;21.76;2;Appartement;1;26425
26426;81.34;2;Appartement;4;26426
26427;50.3;2;Appartement;2;26427
26428;54.51;2;Appartement;3;26428
26429;40.04;2;Appartement;2;26429
26430;54.2;2;Appartement;2;26430
26431;35.43;2;Appartement;2;26431
26432;57.3;2;Appartement;3;26432
26433;36.01;2;Appartement;1;26433
26434;46.96;2;Appartement;2;26434
26435;55.29;2;Appartement;3;26435
26436;45.47;2;Appartement;3;26436
26437;31.76;2;Appartement;2;26437
26438;62.65;2;Appartement;3;26438
26439;58.06;2;Appartement;3;26439
26440;29.13;2;Appartement;1;26440
26441;40.99;2;Appartement;2;26441
26442;15.9;2;Appartement;1;26442
26443;21.47;2;Appartement;2;26443
26444;25.15;2;Appartement;2;26444
26445;39.73;2;Appartement;2;26445
26446;62.85;2;Appartement;3;26446
26447;21.3;2;Appartement;1;26447
26448;67.96;2;Appartement;4;26448
26449;36;2;Appartement;2;26449
26450;14.82;2;Appartement;1;26450
26451;39.52;2;Appartement;2;26451
26452;78.56;2;Appartement;4;26452
26453;63.03;2;Appartement;4;26453
26454;56.47;2;Appartement;4;26454
26455;95.52;2;Appartement;5;26455
26456;72.35;2;Appartement;3;26456
26457;68.37;2;Appartement;4;26457
26458;32.55;2;Appartement;3;26458
26459;101.67;2;Appartement;3;26459
26460;96.74;2;Appartement;4;26460
26461;63.26;2;Appartement;3;26461
26462;47.19;2;Appartement;2;26462
26463;53.88;2;Appartement;3;26463
26464;38.19;2;Appartement;2;26464
26465;37.25;2;Appartement;1;26465
26466;51.25;2;Appartement;3;26466
26467;68.76;2;Appartement;3;26467
26468;65.97;2;Appartement;3;26468
26469;48.41;2;Appartement;3;26469
